ANO4,TRIMESTRE,AGLOMERADO_NOMBRE,CH04,CH06,NIVEL_ED,PP04B_COD,PP04D_COD,P21,P21_REAL_IMPUTADO
2023,2,Mar del Plata,2,59,3,4810.0,56314.0,-9.0,355653.28748581494
2023,2,Mar del Plata,1,23,4,4804.0,30314.0,-9.0,591566.1984309568
2023,2,Mar del Plata,1,60,4,6800.0,10133.0,-9.0,789132.4317756352
2023,2,Mar del Plata,1,63,4,6800.0,10133.0,-9.0,804265.9468416534
2023,2,Mar del Plata,1,34,4,8401.0,49313.0,-9.0,1129828.987609162
2023,2,Mar del Plata,1,47,6,8600.0,40332.0,-9.0,1334101.4643848543
2023,2,Neuquen-Plottier,1,47,6,900.0,70331.0,-9.0,3578004.666177548
2023,2,Neuquen-Plottier,2,42,6,6400.0,20332.0,-9.0,1965607.619685574
2023,2,Mar del Plata,1,55,3,8401.0,50311.0,-9.0,1109490.6319635727
2023,2,Mar del Plata,2,51,4,4804.0,30313.0,-9.0,619300.9795923115
2023,2,Mar del Plata,1,42,6,9401.0,42331.0,-9.0,1258099.8188605874
2023,2,Neuquen-Plottier,1,43,6,900.0,70202.0,-9.0,3109227.0608936693
2023,2,Neuquen-Plottier,1,53,2,4000.0,72313.0,-9.0,889808.775219385
2023,2,Neuquen-Plottier,2,25,3,4803.0,30313.0,-9.0,602291.0062638092
2023,2,Neuquen-Plottier,1,45,5,6900.0,10333.0,-9.0,1079538.464372309
2023,2,Mar del Plata,2,34,4,8600.0,56314.0,-9.0,664133.7527129865
2023,2,Mar del Plata,2,55,2,4803.0,30113.0,-9.0,358100.551295398
2023,2,Mar del Plata,1,54,4,4803.0,30113.0,-9.0,527043.6915158767
2023,2,Neuquen-Plottier,1,55,4,2500.0,80123.0,-9.0,622288.3298455521
2023,2,Mar del Plata,1,54,2,4903.0,34323.0,-9.0,924857.7725857304
2023,2,Neuquen-Plottier,1,30,2,4806.0,30113.0,-9.0,622863.2249046906
2023,2,Mar del Plata,2,53,6,6900.0,11131.0,-9.0,1171427.2334937893
2023,2,Neuquen-Plottier,2,47,2,9700.0,55314.0,-9.0,280414.19261042064
2023,2,Mar del Plata,1,38,4,4000.0,72113.0,-9.0,524666.098149308
2023,2,Mar del Plata,1,54,6,8600.0,7001.0,-9.0,2360628.365827143
2023,2,Neuquen-Plottier,1,55,6,8600.0,40312.0,-9.0,1731766.226132234
2023,2,Neuquen-Plottier,1,46,3,2500.0,80113.0,-9.0,541887.4903450824
2023,2,Neuquen-Plottier,1,47,3,4000.0,72113.0,-9.0,599624.5903718963
2023,2,Neuquen-Plottier,2,39,4,9700.0,55314.0,-9.0,308984.2678588458
2023,2,Neuquen-Plottier,2,59,4,4810.0,80113.0,-9.0,297032.60976648907
2023,2,Neuquen-Plottier,2,21,4,5602.0,53313.0,-9.0,463886.22566279606
2023,2,Neuquen-Plottier,2,31,3,9609.0,57113.0,-9.0,371664.04060033715
2023,2,Neuquen-Plottier,1,28,4,4000.0,72313.0,-9.0,880408.5679314891
2023,2,Mar del Plata,1,62,6,6800.0,30132.0,-9.0,1242035.5487629208
2023,2,Mar del Plata,2,57,6,6900.0,11331.0,-9.0,1246148.8670024367
2023,2,Mar del Plata,1,27,6,7100.0,72331.0,-9.0,1124272.875573426
2023,2,Mar del Plata,2,62,4,4811.0,30133.0,-9.0,242655.26429956482
2023,2,Mar del Plata,2,25,5,8501.0,41312.0,-9.0,552783.1819398269
2023,2,Neuquen-Plottier,1,53,4,5601.0,5002.0,-9.0,1397638.6789697474
2023,2,Neuquen-Plottier,2,29,5,8600.0,40313.0,-9.0,893493.7605924612
2023,2,Neuquen-Plottier,2,49,2,5601.0,53113.0,-9.0,334601.59192574455
2023,2,Neuquen-Plottier,1,29,3,8000.0,47313.0,-9.0,843861.073511707
2023,2,Neuquen-Plottier,1,52,3,6200.0,92132.0,-9.0,1035743.3731455305
2023,2,Neuquen-Plottier,1,39,3,4903.0,34323.0,-9.0,1052467.971262592
2023,2,Neuquen-Plottier,1,35,4,4903.0,34323.0,-9.0,1183251.5828816826
2023,2,Neuquen-Plottier,1,24,4,4000.0,72313.0,-9.0,858389.7883754642
2023,2,Neuquen-Plottier,1,38,4,8401.0,10333.0,-9.0,1465974.7128646825
2023,2,Neuquen-Plottier,1,37,6,6900.0,20131.0,-9.0,1289484.49142923
2023,2,Neuquen-Plottier,1,27,5,4903.0,34323.0,-9.0,1088178.491991356
2023,2,Neuquen-Plottier,2,45,1,9700.0,55314.0,-9.0,240698.47144848842
2023,2,Neuquen-Plottier,2,25,5,4804.0,30333.0,-9.0,768035.0862397557
2023,2,Mar del Plata,1,28,5,4502.0,82313.0,-9.0,683834.4157630986
2023,2,Mar del Plata,2,28,6,8600.0,40311.0,-9.0,1173453.0325061684
2023,2,Mar del Plata,2,33,5,8600.0,40312.0,-9.0,774300.7908891734
2023,2,Mar del Plata,1,50,4,8401.0,10333.0,-9.0,1270605.239755685
2023,2,Mar del Plata,2,50,6,8401.0,47313.0,-9.0,958821.2413721281
2023,2,Neuquen-Plottier,1,38,2,4000.0,72313.0,-9.0,809184.8489107558
2023,2,Neuquen-Plottier,1,24,2,4000.0,72313.0,-9.0,740540.3551613303
2023,2,Neuquen-Plottier,2,34,5,8501.0,41312.0,-9.0,728482.5903481256
2023,2,Neuquen-Plottier,2,21,4,4804.0,30314.0,-9.0,569066.1273725415
2023,2,Mar del Plata,2,51,4,3200.0,80113.0,-9.0,291680.34885547066
2023,2,Mar del Plata,1,52,6,9301.0,51312.0,-9.0,513247.3034077014
2023,2,Mar del Plata,1,57,6,8600.0,40131.0,-9.0,1033023.6012214196
2023,2,Mar del Plata,2,54,6,8600.0,40131.0,-9.0,793240.1878341032
2023,2,Mar del Plata,1,32,3,3100.0,80113.0,-9.0,402579.42052733456
2023,2,Mar del Plata,1,26,3,3100.0,80113.0,-9.0,387571.642653173
2023,2,Mar del Plata,1,47,2,4000.0,72113.0,-9.0,479177.65228902956
2023,2,Mar del Plata,2,22,4,5601.0,53314.0,-9.0,448280.67070451175
2023,2,Mar del Plata,1,43,4,4904.0,36314.0,-9.0,611558.6610128683
2023,2,Mar del Plata,2,46,4,8401.0,10333.0,-9.0,969516.4390701753
2023,2,Neuquen-Plottier,1,30,3,900.0,72332.0,-9.0,1793972.5437274252
2023,2,Neuquen-Plottier,2,30,4,4803.0,30314.0,-9.0,639834.7320545744
2023,2,Mar del Plata,1,68,3,8101.0,72113.0,-9.0,499323.66652367363
2023,2,Mar del Plata,2,42,6,9609.0,58113.0,-9.0,288864.23259682505
2023,2,Mar del Plata,1,43,6,6200.0,81331.0,-9.0,1388593.6583913832
2023,2,Neuquen-Plottier,1,34,3,4000.0,72313.0,-9.0,793078.0195449798
2023,2,Neuquen-Plottier,2,54,6,4807.0,5001.0,-9.0,1988722.1842716867
2023,2,Neuquen-Plottier,1,58,3,4807.0,5002.0,-9.0,1262746.0407177655
2023,2,Neuquen-Plottier,1,30,6,900.0,70323.0,-9.0,2890554.826229043
2023,2,Neuquen-Plottier,1,29,6,8600.0,40332.0,-9.0,1481852.9914737786
2023,2,Neuquen-Plottier,2,43,5,9700.0,57314.0,-9.0,337698.98231390625
2023,2,Mar del Plata,1,33,6,9999.0,80323.0,-9.0,1177186.055762311
2023,2,Neuquen-Plottier,2,59,4,9700.0,55314.0,-9.0,350699.3466661887
2023,2,Neuquen-Plottier,1,59,2,2500.0,72313.0,-9.0,1025606.0611059044
2023,2,Neuquen-Plottier,1,29,5,5601.0,30313.0,-9.0,813003.4232273996
2023,2,Mar del Plata,1,50,6,8501.0,41332.0,-9.0,994785.1817918591
2023,2,Mar del Plata,1,47,6,8402.0,10333.0,-9.0,1729197.865810837
2023,2,Mar del Plata,2,50,4,8402.0,10333.0,-9.0,1165482.8197265246
2023,2,Mar del Plata,2,52,6,8600.0,40311.0,-9.0,1366041.8944213155
2023,2,Neuquen-Plottier,1,25,4,4501.0,30312.0,-9.0,1018155.1068268071
2023,2,Mar del Plata,2,37,6,4904.0,20333.0,-9.0,870382.3711966446
2023,2,Mar del Plata,1,44,4,4808.0,20333.0,-9.0,1028942.2800230717
2023,2,Mar del Plata,1,35,2,4501.0,30112.0,-9.0,858510.9795693853
2023,2,Neuquen-Plottier,1,42,4,7000.0,43131.0,-9.0,1932458.0720006232
2023,2,Neuquen-Plottier,2,40,4,1300.0,80113.0,-9.0,337117.8059052456
2023,2,Mar del Plata,2,27,5,8600.0,40313.0,-9.0,708723.24071918
2023,2,Neuquen-Plottier,1,33,3,4000.0,72313.0,-9.0,788072.1570405377
2023,2,Mar del Plata,1,47,4,3300.0,7001.0,-9.0,1787949.8956964025
2023,2,Mar del Plata,1,48,4,4803.0,36333.0,-9.0,1052639.529852391
2023,2,Mar del Plata,2,41,6,8600.0,40112.0,-9.0,762910.1772433282
2023,2,Mar del Plata,1,54,4,8401.0,10202.0,-9.0,1868214.2062800783
2023,2,Neuquen-Plottier,2,54,5,4807.0,30133.0,-9.0,763582.064513557
2023,2,Mar del Plata,1,32,3,4000.0,34323.0,-9.0,766604.892773524
2023,2,Mar del Plata,1,41,4,4000.0,72113.0,-9.0,534727.834280347
2023,2,Mar del Plata,2,36,4,9700.0,55314.0,-9.0,243540.72164036753
2023,2,Mar del Plata,1,19,4,4000.0,72313.0,-9.0,668066.8227852689
2023,2,Mar del Plata,2,43,5,8200.0,20202.0,-9.0,990257.3713230871
2023,2,Mar del Plata,1,39,5,4803.0,6001.0,-9.0,1803161.9126964535
2023,2,Mar del Plata,2,21,5,4811.0,30314.0,-9.0,159249.27983285664
2023,2,Neuquen-Plottier,2,48,2,8600.0,56314.0,-9.0,779352.1596436752
2023,2,Neuquen-Plottier,1,47,2,4000.0,72314.0,-9.0,618066.3007596956
2023,2,Neuquen-Plottier,1,32,3,900.0,80313.0,-9.0,1379634.9660194078
2023,2,Mar del Plata,1,18,3,4808.0,30314.0,-9.0,521405.6527032061
2023,2,Mar del Plata,1,35,5,9503.0,82113.0,-9.0,381170.1272354425
2023,2,Mar del Plata,2,50,6,8509.0,41312.0,-9.0,634074.3756320612
2023,2,Mar del Plata,2,37,6,1001.0,10333.0,-9.0,838058.6620906998
2023,2,Neuquen-Plottier,1,33,5,4809.0,30333.0,-9.0,1233804.5527405222
2023,2,Mar del Plata,2,44,6,8501.0,41332.0,-9.0,749504.0499708769
2023,2,Mar del Plata,2,29,5,4803.0,30113.0,-9.0,340616.0556041387
2023,2,Mar del Plata,1,56,6,4000.0,72113.0,-9.0,695848.330295104
2023,2,Mar del Plata,2,19,5,4804.0,30314.0,-9.0,436687.10278613254
2023,2,Mar del Plata,1,63,5,102.0,6001.0,-9.0,1712942.7664892764
2023,2,Mar del Plata,2,62,6,4807.0,6001.0,-9.0,1860875.1771401488
2023,2,Mar del Plata,1,25,4,8200.0,20333.0,-9.0,792433.5932652332
2023,2,Mar del Plata,1,35,4,4808.0,30333.0,-9.0,910727.7864235529
2023,2,Mar del Plata,2,36,4,8600.0,40312.0,-9.0,815712.3016786482
2024,2,Neuquen-Plottier,1,25,5,8600.0,10333.0,-9.0,1181803.5023318317
2024,2,Neuquen-Plottier,2,48,4,4808.0,32333.0,-9.0,975930.8543314137
2024,2,Neuquen-Plottier,2,37,5,8600.0,53314.0,-9.0,691060.4433711023
2024,2,Neuquen-Plottier,2,50,6,8401.0,10333.0,-9.0,1416412.8016454875
2024,2,Mar del Plata,1,43,4,5601.0,53203.0,-9.0,979708.0351119622
2024,2,Mar del Plata,2,43,6,8509.0,43131.0,-9.0,1392535.1663186906
2024,2,Neuquen-Plottier,2,49,6,8600.0,40332.0,-9.0,1272726.4350103347
2024,2,Neuquen-Plottier,2,57,4,8501.0,41132.0,-9.0,445597.77707211854
2024,2,Mar del Plata,1,52,5,4807.0,30131.0,-9.0,791945.9214006184
2024,2,Mar del Plata,2,52,6,8600.0,40312.0,-9.0,1032894.2047548981
2024,2,Neuquen-Plottier,1,58,2,4903.0,34123.0,-9.0,680635.747506399
2024,2,Neuquen-Plottier,1,33,4,8501.0,53314.0,-9.0,839160.40572698
2024,2,Neuquen-Plottier,2,53,3,9700.0,55314.0,-9.0,283109.5746831904
2024,2,Mar del Plata,1,46,6,6200.0,81331.0,-9.0,1368396.8535335658
2024,2,Neuquen-Plottier,2,44,6,8501.0,41312.0,-9.0,917943.4979719328
2024,2,Mar del Plata,2,36,4,5601.0,53203.0,-9.0,733485.3042498366
2024,2,Mar del Plata,2,43,4,1009.0,20333.0,-9.0,672781.3612029366
2024,2,Neuquen-Plottier,1,35,3,4502.0,56314.0,-9.0,723965.1447611012
2024,2,Mar del Plata,1,28,4,8401.0,48323.0,-9.0,1038134.9784402264
2024,2,Mar del Plata,2,75,2,8200.0,10133.0,-9.0,551226.3275040479
2024,2,Mar del Plata,1,58,3,2500.0,5002.0,-9.0,1102296.6049274318
2024,2,Neuquen-Plottier,1,34,6,8501.0,41332.0,-9.0,1082013.1220820027
2024,2,Neuquen-Plottier,1,32,3,600.0,72313.0,-9.0,1443527.860849856
2024,2,Neuquen-Plottier,2,51,6,8509.0,56314.0,-9.0,795172.7146334584
2024,2,Neuquen-Plottier,1,21,4,7400.0,82313.0,-9.0,760088.951614748
2024,2,Mar del Plata,1,32,4,4503.0,5002.0,-9.0,1084951.6317286177
2024,2,Mar del Plata,1,25,4,4503.0,30332.0,-9.0,1014289.3187411544
2024,2,Mar del Plata,2,25,5,5601.0,30313.0,-9.0,481846.8453209839
2024,2,Neuquen-Plottier,1,46,4,3501.0,10333.0,-9.0,1404670.4895614823
2024,2,Neuquen-Plottier,1,48,4,8401.0,34323.0,-9.0,1481867.1765507902
2024,2,Neuquen-Plottier,2,24,5,8600.0,40112.0,-9.0,674087.574907315
2024,2,Mar del Plata,2,56,6,8800.0,41312.0,-9.0,543855.4492478942
2024,2,Neuquen-Plottier,1,31,6,6100.0,92332.0,-9.0,1555526.0386971503
2024,2,Mar del Plata,2,27,5,7400.0,80132.0,-9.0,506153.03505618224
2024,2,Neuquen-Plottier,1,55,2,4000.0,72113.0,-9.0,606733.6510152173
2024,2,Neuquen-Plottier,1,24,2,4501.0,82313.0,-9.0,922357.4964254502
2024,2,Neuquen-Plottier,1,34,3,8401.0,46313.0,-9.0,655034.9281635684
2024,2,Mar del Plata,1,23,5,5601.0,30314.0,-9.0,542636.20882827
2024,2,Neuquen-Plottier,1,31,4,900.0,70323.0,-9.0,2376760.3029680545
2024,2,Mar del Plata,2,32,3,5601.0,30313.0,-9.0,451510.7794085853
2024,2,Neuquen-Plottier,2,30,6,600.0,70331.0,-9.0,2532844.4094219855
2024,2,Neuquen-Plottier,2,50,5,3501.0,10333.0,-9.0,1090789.3999965808
2024,2,Mar del Plata,2,23,6,5601.0,53313.0,-9.0,621527.5911083242
2024,2,Neuquen-Plottier,1,40,5,4000.0,41112.0,-9.0,417236.2416505545
2024,2,Mar del Plata,2,43,6,6900.0,11131.0,-9.0,1063171.0020307784
2024,2,Mar del Plata,1,52,6,6900.0,11131.0,-9.0,1438163.4082482758
2024,2,Neuquen-Plottier,1,56,6,4501.0,82313.0,-9.0,1549407.641478514
2024,2,Mar del Plata,2,24,5,8101.0,20333.0,-9.0,575554.8739760759
2024,2,Neuquen-Plottier,1,33,5,900.0,70202.0,-9.0,2306905.8382783146
2024,2,Mar del Plata,2,26,6,4808.0,30333.0,-9.0,770377.2208014538
2024,2,Neuquen-Plottier,1,51,3,600.0,44333.0,-9.0,2637736.9898974765
2024,2,Neuquen-Plottier,1,61,4,1902.0,34323.0,-9.0,1961896.3266584694
2024,2,Mar del Plata,2,56,6,8600.0,10333.0,-9.0,1105942.9531248827
2024,2,Neuquen-Plottier,2,20,4,4804.0,30314.0,-9.0,546763.9940421863
2024,2,Neuquen-Plottier,1,50,5,4000.0,72113.0,-9.0,659184.1059091691
2024,2,Neuquen-Plottier,2,58,4,4807.0,31133.0,-9.0,821845.669346562
2024,2,Neuquen-Plottier,1,27,5,8200.0,10333.0,-9.0,923777.2541066699
2024,2,Neuquen-Plottier,1,45,4,600.0,70331.0,-9.0,3007324.86052186
2024,2,Mar del Plata,2,21,6,5800.0,45332.0,-9.0,679605.4876786971
2024,2,Neuquen-Plottier,1,52,3,4000.0,72113.0,-9.0,598433.8940444944
2024,2,Neuquen-Plottier,2,25,5,4807.0,30333.0,-9.0,735027.1497243664
2024,2,Mar del Plata,1,53,2,8102.0,58323.0,-9.0,354516.337175555
2024,2,Neuquen-Plottier,1,40,3,4000.0,72113.0,-9.0,554647.4613624514
2024,2,Neuquen-Plottier,1,32,3,4000.0,72314.0,-9.0,546312.4687588832
2024,2,Mar del Plata,1,30,4,45.0,82314.0,-9.0,346759.216415695
2024,2,Neuquen-Plottier,2,37,2,9700.0,55314.0,-9.0,254500.00616094883
2024,2,Neuquen-Plottier,1,40,3,4502.0,82113.0,-9.0,581583.5599324867
2024,2,Mar del Plata,1,44,4,8401.0,47313.0,-9.0,963713.762796579
2024,2,Mar del Plata,2,40,5,8501.0,7001.0,-9.0,1260215.9914326137
2024,2,Neuquen-Plottier,2,26,4,8600.0,30332.0,-9.0,1048749.2404498658
2024,2,Neuquen-Plottier,1,67,4,4803.0,30113.0,-9.0,688807.3838552806
2024,2,Neuquen-Plottier,2,24,4,4804.0,30314.0,-9.0,560789.1793566247
2024,2,Neuquen-Plottier,2,35,4,6400.0,10333.0,-9.0,1325600.4202113175
2024,2,Mar del Plata,1,44,6,4803.0,6001.0,-9.0,2201313.266021745
2024,2,Neuquen-Plottier,1,46,3,2500.0,72313.0,-9.0,918092.5970692245
2024,2,Mar del Plata,1,65,2,4802.0,33114.0,-9.0,402053.12988734123
2024,2,Mar del Plata,2,55,6,8501.0,41312.0,-9.0,790587.9368550518
2024,2,Mar del Plata,1,66,2,4807.0,30123.0,-9.0,584801.5433745197
2024,2,Mar del Plata,1,47,4,9200.0,10333.0,-9.0,1119849.4433177677
2024,2,Neuquen-Plottier,2,44,4,8402.0,10333.0,-9.0,1350542.9210333666
2024,2,Neuquen-Plottier,2,41,6,4807.0,7001.0,-9.0,1717005.773865074
2024,2,Mar del Plata,2,38,4,4000.0,56314.0,-9.0,559261.9467499438
2024,2,Neuquen-Plottier,2,53,6,7100.0,10333.0,-9.0,1175179.253800053
2024,2,Neuquen-Plottier,2,22,3,8101.0,56314.0,-9.0,495145.2916575237
2024,2,Neuquen-Plottier,1,70,2,4000.0,72123.0,-9.0,860371.4237619181
2024,2,Mar del Plata,1,59,6,103.0,60331.0,-9.0,1606731.2392385115
2024,2,Neuquen-Plottier,1,38,4,600.0,70332.0,-9.0,2513479.94835998
2024,2,Mar del Plata,2,65,4,9602.0,40112.0,-9.0,413815.44693348784
2024,2,Neuquen-Plottier,2,62,4,8401.0,56314.0,-9.0,1019993.4263277877
2024,2,Neuquen-Plottier,2,43,4,8600.0,56314.0,-9.0,846266.2271427169
2024,2,Neuquen-Plottier,1,41,3,4901.0,36313.0,-9.0,1165195.863443477
2024,2,Neuquen-Plottier,1,53,4,800.0,70203.0,-9.0,2191743.4800164206
2024,2,Neuquen-Plottier,1,63,2,4000.0,72113.0,-9.0,638259.8390945682
2024,2,Mar del Plata,1,42,4,4000.0,72113.0,-9.0,520319.1637002007
2024,2,Mar del Plata,1,61,2,4000.0,72113.0,-9.0,506270.5544625841
2024,2,Mar del Plata,1,40,4,1001.0,72313.0,-9.0,718058.9171881194
2024,2,Neuquen-Plottier,1,44,2,4000.0,72113.0,-9.0,565911.9420291211
2024,2,Mar del Plata,1,20,4,4000.0,72313.0,-9.0,650065.2261637037
2024,2,Neuquen-Plottier,2,31,5,1009.0,53113.0,-9.0,301141.2823392216
2024,2,Neuquen-Plottier,1,31,6,8501.0,41332.0,-9.0,1061653.361795047
2024,2,Mar del Plata,2,41,5,8600.0,40112.0,-9.0,603045.571155492
2024,2,Neuquen-Plottier,1,23,5,5601.0,53313.0,-9.0,808203.5859674072
2024,2,Neuquen-Plottier,2,23,3,4000.0,72313.0,-9.0,559755.0798720825
2024,2,Mar del Plata,1,29,6,6900.0,11131.0,-9.0,1243253.9766373925
2024,2,Mar del Plata,1,63,3,6100.0,35333.0,-9.0,1078401.8144946028
2024,2,Mar del Plata,2,70,3,4000.0,10133.0,-9.0,590607.5021586922
2024,2,Neuquen-Plottier,2,55,5,4807.0,30113.0,-9.0,450448.22756350617
2024,2,Mar del Plata,2,52,5,8600.0,40312.0,-9.0,844394.6317522615
2024,2,Mar del Plata,1,37,4,9503.0,82112.0,-9.0,375166.893355853
2024,2,Neuquen-Plottier,2,41,6,8600.0,6001.0,-9.0,2338966.1860355265
2024,2,Neuquen-Plottier,1,24,3,4000.0,72314.0,-9.0,519327.9264373417
2024,2,Mar del Plata,1,39,6,8501.0,41312.0,-9.0,912866.0564295467
2024,2,Mar del Plata,1,43,6,7200.0,42331.0,-9.0,1611377.0317519011
2024,2,Neuquen-Plottier,2,28,3,600.0,70313.0,-9.0,1326533.444737266
2024,2,Mar del Plata,1,57,6,8600.0,40311.0,-9.0,1742033.545516345
2024,2,Mar del Plata,2,51,5,6500.0,10332.0,-9.0,1015533.9896575399
2024,2,Mar del Plata,2,29,6,7900.0,30132.0,-9.0,891948.2659712603
2024,2,Mar del Plata,1,60,6,8600.0,40311.0,-9.0,1775441.234574642
2024,2,Neuquen-Plottier,2,44,6,8600.0,40331.0,-9.0,1583168.675019538
2024,2,Mar del Plata,1,52,2,8102.0,58113.0,-9.0,280251.93029452075
2024,2,Mar del Plata,2,42,4,4000.0,80132.0,-9.0,644133.0543375713
2024,2,Mar del Plata,2,64,6,8509.0,6001.0,-9.0,1640512.3273372254
2024,2,Mar del Plata,2,35,4,8600.0,40312.0,-9.0,783743.917625913
2024,2,Neuquen-Plottier,1,38,6,8401.0,11331.0,-9.0,2333670.0318516134
2024,2,Neuquen-Plottier,2,59,6,8501.0,41332.0,-9.0,992030.4833451087
2024,2,Neuquen-Plottier,2,46,6,8401.0,10333.0,-9.0,1380988.7015449617
2024,2,Mar del Plata,2,50,5,600.0,30322.0,-9.0,2444135.2962876246
2024,2,Neuquen-Plottier,2,55,3,9602.0,57112.0,-9.0,405903.02280406945
2024,2,Mar del Plata,1,43,5,4901.0,34313.0,-9.0,1297278.9609228927
2024,2,Neuquen-Plottier,1,21,4,4904.0,80323.0,-9.0,943704.4208367551
2024,2,Neuquen-Plottier,1,51,5,8102.0,58113.0,-9.0,388751.39956188557
2024,2,Mar del Plata,1,54,2,8000.0,47314.0,-9.0,592983.8306280388
2024,2,Mar del Plata,1,41,5,8000.0,47313.0,-9.0,788919.3726482393
2024,2,Neuquen-Plottier,2,34,3,1009.0,53113.0,-9.0,275124.76255512016
2024,2,Neuquen-Plottier,1,29,4,5202.0,10113.0,-9.0,981034.252439636
2024,2,Neuquen-Plottier,2,29,4,8401.0,48313.0,-9.0,1029435.9911972827
2024,2,Neuquen-Plottier,2,55,4,4807.0,30133.0,-9.0,768016.0039614466
2024,2,Mar del Plata,1,32,5,7400.0,80132.0,-9.0,667555.2863660824
2024,2,Neuquen-Plottier,1,33,4,8401.0,10333.0,-9.0,1373295.2969292307
2024,2,Mar del Plata,1,63,6,7100.0,72131.0,-9.0,1218404.3994359658
2024,2,Mar del Plata,1,65,3,4000.0,10133.0,-9.0,731147.5999414301
2024,2,Neuquen-Plottier,1,26,4,8401.0,10333.0,-9.0,1313755.1349364615
2024,2,Neuquen-Plottier,1,32,5,600.0,70333.0,-9.0,2594883.300819212
2024,2,Neuquen-Plottier,1,28,4,4903.0,34323.0,-9.0,1094497.2856956834
2024,2,Mar del Plata,1,22,4,9302.0,58314.0,-9.0,393258.47449262
2024,2,Mar del Plata,2,46,6,8501.0,41332.0,-9.0,733940.6527867218
2024,2,Neuquen-Plottier,2,47,6,8501.0,41332.0,-9.0,919445.229719258
2024,2,Mar del Plata,1,40,4,4806.0,20333.0,-9.0,1258083.1641512376
2024,2,Mar del Plata,1,37,5,4000.0,72313.0,-9.0,700371.0968809725
2024,2,Mar del Plata,2,42,5,6500.0,10333.0,-9.0,891630.375607414
2024,2,Neuquen-Plottier,1,32,6,8401.0,10333.0,-9.0,1614904.5559064085
2024,2,Neuquen-Plottier,2,72,2,4803.0,30113.0,-9.0,480016.18619453855
2024,2,Neuquen-Plottier,1,52,2,4000.0,72113.0,-9.0,595317.0134157308
2024,2,Neuquen-Plottier,1,44,4,1600.0,72323.0,-9.0,1264471.634575027
2024,2,Mar del Plata,1,46,6,9999.0,30333.0,-9.0,1254378.0317697737
2024,2,Neuquen-Plottier,1,22,4,2500.0,80314.0,-9.0,816502.1555082542
2024,2,Neuquen-Plottier,2,37,6,8401.0,44331.0,-9.0,1119172.1040358567
2024,2,Neuquen-Plottier,1,54,2,4807.0,33114.0,-9.0,467844.6369422984
2024,2,Neuquen-Plottier,2,45,6,9999.0,99997.0,-9.0,1305483.5107028524
2024,2,Neuquen-Plottier,2,27,5,4810.0,53113.0,-9.0,200289.60871269854
2024,2,Mar del Plata,1,27,5,5601.0,53113.0,-9.0,323978.1369375517
2024,2,Neuquen-Plottier,2,23,4,5300.0,32323.0,-9.0,473491.7167519847
2024,2,Mar del Plata,1,63,2,5601.0,53113.0,-9.0,362873.18150399235
2024,2,Mar del Plata,2,35,5,5500.0,30333.0,-9.0,723494.5393920394
2024,2,Neuquen-Plottier,2,34,6,600.0,10333.0,-9.0,1938849.8698554751
2024,2,Neuquen-Plottier,1,23,6,9301.0,51312.0,-9.0,514139.31374063314
2024,2,Neuquen-Plottier,1,48,2,4000.0,72113.0,-9.0,580428.2963338996
2024,2,Neuquen-Plottier,1,25,3,3800.0,80313.0,-9.0,586163.2177712753
2024,2,Neuquen-Plottier,2,37,2,9700.0,55314.0,-9.0,254500.00616094883
2024,2,Neuquen-Plottier,2,30,4,9402.0,10333.0,-9.0,1137732.5395022447
2024,2,Neuquen-Plottier,2,41,4,8101.0,56314.0,-9.0,643945.6846670057
2024,2,Neuquen-Plottier,2,50,2,9700.0,55314.0,-9.0,276335.6267223436
2024,2,Mar del Plata,1,38,4,4803.0,30133.0,-9.0,759596.0819083005
2024,2,Neuquen-Plottier,2,32,6,8401.0,10333.0,-9.0,1263837.1379450804
2024,2,Mar del Plata,1,70,6,8600.0,40331.0,-9.0,1915870.3235092831
2024,2,Mar del Plata,2,39,5,1001.0,34313.0,-9.0,761408.862636025
2024,2,Neuquen-Plottier,2,46,4,4000.0,10333.0,-9.0,927232.112482799
2024,2,Neuquen-Plottier,1,49,4,4808.0,30133.0,-9.0,1001339.1025189023
2024,2,Neuquen-Plottier,2,41,6,5601.0,53313.0,-9.0,867109.8780971593
2024,2,Neuquen-Plottier,2,49,3,9700.0,55314.0,-9.0,276029.08098718326
2024,2,Mar del Plata,1,47,4,3300.0,82112.0,-9.0,631747.5331717982
2024,2,Neuquen-Plottier,1,73,2,8101.0,56314.0,-9.0,869294.4646609675
2024,2,Mar del Plata,1,49,5,8600.0,40311.0,-9.0,1353775.6582458585
2024,2,Neuquen-Plottier,1,18,3,9602.0,57113.0,-9.0,363431.14515694807
2024,2,Neuquen-Plottier,1,37,6,8501.0,41332.0,-9.0,1102763.329810524
2024,2,Mar del Plata,1,24,5,9301.0,51314.0,-9.0,456293.84286696755
2024,2,Neuquen-Plottier,2,28,5,9301.0,56314.0,-9.0,494837.8492937966
2024,2,Neuquen-Plottier,1,61,2,4803.0,34323.0,-9.0,1168552.4446167136
2024,2,Neuquen-Plottier,2,58,2,9700.0,55314.0,-9.0,290694.1659701616
2024,2,Mar del Plata,1,35,5,5500.0,54203.0,-9.0,1012724.8079409478
2024,2,Mar del Plata,1,35,6,8600.0,40312.0,-9.0,1185121.253511338
2024,2,Mar del Plata,2,43,6,8600.0,40312.0,-9.0,975677.917205382
